id,Datetime,tweet,clean,Tweet_len,hashtags,n_htags,word_count,ev_emoji,stopwords,stem,emotion,polarity
1258489645014237184,2020-05-07 20:11:27,"RT @HalladayIn: @outofcontroljb @kaitlancollins The Covid-positive valet is part of the deep state, placed there by the fake news CNN, with…",rt  halladayin   outofcontroljb  kaitlancollins the covid positive valet is part of the deep state placed there by the fake news cnn with ,140,set(),0,21,0,rt halladayin outofcontroljb kaitlancollins covid positive valet part deep state placed fake news cnn,rt halladayin outofcontroljb kaitlancollin covid posit valet part deep state place fake news cnn,-0.0909090909090909,-1
1258489748387225600,2020-05-07 20:11:52,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258489828112396294,2020-05-07 20:12:11,You ever think 5G is causing this whole Covid but then you relize your not an idiot and thats impossible #ThursdayThoughts,you ever think 5g is causing this whole covid but then you relize your not an idiot and thats impossible  thursdaythoughts,122,{'ThursdayThoughts'},1,21,0,ever think 5g causing whole covid relize idiot thats impossible thursdaythoughts,ever think 5g caus thi whole covid reliz idiot imposs thursdaythought,-0.4222222222222222,-1
1258490259228315659,2020-05-07 20:13:54,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258490338504847361,2020-05-07 20:14:12,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258490944694992896,2020-05-07 20:16:37,"RT @Jordan_Sather_: I think the media’s pumping of these 5G stories in terms of coronavirus is a good example of look *here*, not (there).…",rt  jordan sather   i think the media s pumping of these 5g stories in terms of coronavirus is a good example of look  here  not  there  ,139,set(),0,24,0,rt jordan sather think media pumping 5g stories terms coronavirus good example look,rt jordan sather think media pump 5g stori term coronaviru good exampl look,0.7,1
1258491064459186180,2020-05-07 20:17:06,"The recent shift towards remote work and learning has underpinned the need for reliable internet access. @QualcommVentures' Alex Villela discusses how #5G will usher in a new era of connectedness, via @rcrwirelessnews. https://t.co/DkR1VUz2gR",the recent shift towards remote work and learning has underpinned the need for reliable internet access  qualcommventures' alex villela discusses how  5g will usher in a new era of connectedness via  rcrwirelessnews,242,{'5G'},1,33,0,recent shift towards remote work learning underpinned need reliable internet access qualcommventures ' alex villela discusses 5g usher new connectedness via rcrwirelessnews,recent shift toward remot work learn ha underpin need reliabl internet access qualcommventur ' alex villela discuss 5g usher new era connected rcrwirelessnew,0.012121212121212116,1
1258491231082024965,2020-05-07 20:17:45,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258491279589044224,2020-05-07 20:17:57,"RT @bernardchickey: Here's a 'Kiwi Marshall Plan' type project we could all get behind post-Covid-19 to rebuild NZ Inc, including the regio…",rt  bernardchickey  here's a 'kiwi marshall plan' type project we could all get behind post covid 19 to rebuild nz inc including the regio ,140,set(),0,22,0,rt bernardchickey 's 'kiwi marshall plan ' type project could get behind post covid 19 rebuild nz inc including regio,rt bernardchickey here' ' kiwi marshal plan ' type project could get behind post covid 19 rebuild nz inc includ regio,-0.4,-1
1258491506320523264,2020-05-07 20:18:51,17. COVID-19 KILL SWITCH | DID ISRAEL INVENT 5G &amp; WHY ARE THEY SO SLOW T... https://t.co/ki07MSkrAe via @YouTube,17 covid 19 kill switch   did israel invent 5g   why are they so slow t via  youtube,116,set(),0,19,0,17 covid 19 kill switch israel invent 5g slow via youtube,17 covid 19 kill switch israel invent 5g whi slow youtub,-0.30000000000000004,-1
1258491820163522560,2020-05-07 20:20:06,the thing about covid conspiracy theories. lets say ur right? the pandemic is planned! 5g radiation! then what?,the thing about covid conspiracy theories lets say ur right  the pandemic is planned  5g radiation  then what ,111,set(),0,18,0,thing covid conspiracy theories lets say ur right pandemic planned 5g radiation,thing covid conspiraci theori let say ur right pandem plan 5g radiat,0.2857142857142857,1
1258491828829130753,2020-05-07 20:20:08,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258492580666527751,2020-05-07 20:23:07,RT @SamsungNetworks: The recent shift towards remote work and learning has underpinned the need for reliable internet access. @QualcommVent…,rt  samsungnetworks  the recent shift towards remote work and learning has underpinned the need for reliable internet access  qualcommvent ,140,set(),0,19,0,rt samsungnetworks recent shift towards remote work learning underpinned need reliable internet access qualcommvent,rt samsungnetwork recent shift toward remot work learn ha underpin need reliabl internet access qualcommv,-0.05,-1
1258493708972052484,2020-05-07 20:27:36,@KarenBeeHattie So T-Mobile’s 5G service went live this week in NYC. Any link to the sudden rise of sick children from a “Covid-19 like” illness that looks a lot like Kawasaki’s disease?, karenbeehattie so t mobile s 5g service went live this week in nyc any link to the sudden rise of sick children from a  covid 19 like  illness that looks a lot like kawasaki s disease ,186,set(),0,32,0,karenbeehattie mobile 5g service went live week nyc link sudden rise sick children covid 19 like illness looks lot like kawasaki disease,karenbeehatti mobil 5g servic went live thi week nyc ani link sudden rise sick children covid 19 like ill look lot like kawasaki diseas,-0.19264069264069264,-1
1258493877289394179,2020-05-07 20:28:16,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258494041487839232,2020-05-07 20:28:55,"RT @bernardchickey: Here's a 'Kiwi Marshall Plan' type project we could all get behind post-Covid-19 to rebuild NZ Inc, including the regio…",rt  bernardchickey  here's a 'kiwi marshall plan' type project we could all get behind post covid 19 to rebuild nz inc including the regio ,140,set(),0,22,0,rt bernardchickey 's 'kiwi marshall plan ' type project could get behind post covid 19 rebuild nz inc including regio,rt bernardchickey here' ' kiwi marshal plan ' type project could get behind post covid 19 rebuild nz inc includ regio,-0.4,-1
1258494123855798272,2020-05-07 20:29:15,"@__ayiku @Kesewaa_Omari Him saying it is not COVID-19 that is killing people but 5G is a different sermon.. It's easily accessible
Next, that's not what the WHO said.. They initially directed against mass masks because they were worried it would lead to scarcity for those who actually need it",   ayiku  kesewaa omari him saying it is not covid 19 that is killing people but 5g is a different sermon it's easily accessible next that's not what the who said they initially directed against mass masks because they were worried it would lead to scarcity for those who actually need it,293,set(),0,49,0,ayiku kesewaa omari saying covid 19 killing people 5g different sermon 's easily accessible next 's said initially directed mass masks worried would lead scarcity actually need,ayiku kesewaa omari say covid 19 kill peopl 5g differ sermon it' easili access next that' said initi direct mass mask becaus worri would lead scarciti actual need,0.024999999999999998,1
1258494794768297984,2020-05-07 20:31:55,@FiatLuxGenesis @RMConservative So T-Mobile’s 5G service went live this week in NYC. Any link to the sudden rise of sick children from a “Covid-19 like” illness that looks a lot like Kawasaki’s disease?, fiatluxgenesis  rmconservative so t mobile s 5g service went live this week in nyc any link to the sudden rise of sick children from a  covid 19 like  illness that looks a lot like kawasaki s disease ,202,set(),0,33,0,fiatluxgenesis rmconservative mobile 5g service went live week nyc link sudden rise sick children covid 19 like illness looks lot like kawasaki disease,fiatluxgenesi rmconserv mobil 5g servic went live thi week nyc ani link sudden rise sick children covid 19 like ill look lot like kawasaki diseas,-0.19264069264069264,-1
1258494803202969600,2020-05-07 20:31:57,Q1 webcast was great today! I LOVE all that T-Mobile is Delivering 5G Connectivity &amp; Unmatched Value. It has been amazing to be apart of our Quick response to COVID-19! Go US!! @TMobile $TMUS https://t.co/KI1Qp0Liu5,q1 webcast was great today  i love all that t mobile is delivering 5g connectivity   unmatched value it has been amazing to be apart of our quick response to covid 19  go us    tmobile  tmus,219,set(),0,35,0,q1 webcast great today love mobile delivering 5g connectivity unmatched value amazing apart quick response covid 19 go us tmobile tmus,q1 webcast wa great today love mobil deliv 5g connect unmatch valu ha amaz apart quick respons covid 19 go us tmobil tmu,0.5583333333333333,1
1258495390871097344,2020-05-07 20:34:17,"Those are some possible early symptoms from 5G radiation. Not that Covid wasn't linked to 5G, but 5G can affect the uptake of oxygen into the cells and Covid added to the problem. https://t.co/bcBbGJd3v4",those are some possible early symptoms from 5g radiation not that covid wasn't linked to 5g but 5g can affect the uptake of oxygen into the cells and covid added to the problem,203,set(),0,34,0,possible early symptoms 5g radiation covid n't linked 5g 5g affect uptake oxygen cells covid added problem,possibl earli symptom 5g radiat covid link 5g 5g affect uptak oxygen cell covid ad problem,0.05,1
1258495511558082568,2020-05-07 20:34:46,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258496009992392705,2020-05-07 20:36:45,"RT @TheNewTMoDude: Alright alright alright! What a Q1! 2.5Ghz went live, @TMobile Connect launched, and posted record low churn, all while…",rt  thenewtmodude  alright alright alright  what a q1  25ghz went live  tmobile connect launched and posted record low churn all while ,139,set(),0,21,0,rt thenewtmodude alright alright alright q1 25ghz went live tmobile connect launched posted record low churn,rt thenewtmodud alright alright alright q1 25ghz went live tmobil connect launch post record low churn,0.06818181818181818,1
1258496030682894357,2020-05-07 20:36:50,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258496131828506624,2020-05-07 20:37:14,@LwaziMonyetsane This is me right now! I just REFUSE to let this 5G aka “the real covid 19” steal my joy! https://t.co/AF28LZ20h8, lwazimonyetsane this is me right now  i just refuse to let this 5g aka  the real covid 19  steal my joy ,129,set(),0,22,0,lwazimonyetsane right refuse let 5g aka real covid 19 steal joy,lwazimonyetsan thi right refus let thi 5g aka real covid 19 steal joy,0.4285714285714286,1
1258496864929923072,2020-05-07 20:40:08,"RT @HalladayIn: @outofcontroljb @kaitlancollins The Covid-positive valet is part of the deep state, placed there by the fake news CNN, with…",rt  halladayin   outofcontroljb  kaitlancollins the covid positive valet is part of the deep state placed there by the fake news cnn with ,140,set(),0,21,0,rt halladayin outofcontroljb kaitlancollins covid positive valet part deep state placed fake news cnn,rt halladayin outofcontroljb kaitlancollin covid posit valet part deep state place fake news cnn,-0.0909090909090909,-1
1258497253532143624,2020-05-07 20:41:41,RT @SteveForbesCEO: COVID-19 has revealed the importance of fast and reliable Internet connections. The US must dramatically accelerate 5G…,rt  steveforbesceo  covid 19 has revealed the importance of fast and reliable internet connections the us must dramatically accelerate 5g ,139,set(),0,19,0,rt steveforbesceo covid 19 revealed importance fast reliable internet connections us must dramatically accelerate 5g,rt steveforbesceo covid 19 ha reveal import fast reliabl internet connect us must dramat acceler 5g,0.2,1
1258497629429915649,2020-05-07 20:43:11,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258497963485204481,2020-05-07 20:44:30,@Jimcorrsays @pauljoneill So T-Mobile’s 5G service went live this week in NYC. Any link to the sudden rise of sick children from a “Covid-19 like” illness that looks a lot like Kawasaki’s disease?, jimcorrsays  pauljoneill so t mobile s 5g service went live this week in nyc any link to the sudden rise of sick children from a  covid 19 like  illness that looks a lot like kawasaki s disease ,196,set(),0,33,0,jimcorrsays pauljoneill mobile 5g service went live week nyc link sudden rise sick children covid 19 like illness looks lot like kawasaki disease,jimcorrsay pauljoneil mobil 5g servic went live thi week nyc ani link sudden rise sick children covid 19 like ill look lot like kawasaki diseas,-0.19264069264069264,-1
1258498315211153410,2020-05-07 20:45:54,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258498451911987207,2020-05-07 20:46:27,"RT @Thomas_Binder: Thread web⬆️⬇️

The most impressive about COVID-19 is the staggering correlation between local hotspots of fatalities an…",rt  thomas binder  thread web     the most impressive about covid 19 is the staggering correlation between local hotspots of fatalities an ,140,set(),0,19,0,rt thomas binder thread web impressive covid 19 staggering correlation local hotspots fatalities,rt thoma binder thread web impress covid 19 stagger correl local hotspot fatal,0.5,1
1258498664663662592,2020-05-07 20:47:18,"RT @bernardchickey: Here's a 'Kiwi Marshall Plan' type project we could all get behind post-Covid-19 to rebuild NZ Inc, including the regio…",rt  bernardchickey  here's a 'kiwi marshall plan' type project we could all get behind post covid 19 to rebuild nz inc including the regio ,140,set(),0,22,0,rt bernardchickey 's 'kiwi marshall plan ' type project could get behind post covid 19 rebuild nz inc including regio,rt bernardchickey here' ' kiwi marshal plan ' type project could get behind post covid 19 rebuild nz inc includ regio,-0.4,-1
1258498734947815424,2020-05-07 20:47:34,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258499926742511618,2020-05-07 20:52:18,"WE should not condone any kind of violent behaviour towards workers -5G or not. At the end they're just earning their salary. It's the ""big fish"" that WE need to let know
#5G
#5GAttacks
#π
#WE

""Conspiracy theories 'fuel attacks on telecoms workers'""

https://t.co/p8rQIYetYA",we should not condone any kind of violent behaviour towards workers 5g or not at the end they're just earning their salary it's the  big fish  that we need to let know  5g  5gattacks     we  conspiracy theories 'fuel attacks on telecoms workers' ,275,"{'WE', '5G', '5GAttacks', 'π'}",4,44,0,condone kind violent behaviour towards workers 5g 're earning salary 's big fish need let know 5g 5gattacks conspiracy theories 'fuel attacks telecoms workers ',condon ani kind violent behaviour toward worker 5g end they'r earn salari it' big fish need let know 5g 5gattack conspiraci theori ' fuel attack telecom worker ',-0.0666666666666667,-1
1258500623466672141,2020-05-07 20:55:05,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258500849896165376,2020-05-07 20:55:59,"RT @Jordan_Sather_: I think the media’s pumping of these 5G stories in terms of coronavirus is a good example of look *here*, not (there).…",rt  jordan sather   i think the media s pumping of these 5g stories in terms of coronavirus is a good example of look  here  not  there  ,139,set(),0,24,0,rt jordan sather think media pumping 5g stories terms coronavirus good example look,rt jordan sather think media pump 5g stori term coronaviru good exampl look,0.7,1
1258501113835393024,2020-05-07 20:57:02,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258502544646639617,2020-05-07 21:02:43,"1. #5G has nothing to do with either #cancer or #Covid_19
2. even if it did, attacking buildings, masts and personnel whose job is to work with those is unacceptable and just downright stupid
3. if you want to stay sane, don't fall for #conspiracytheories",1  5g has nothing to do with either  cancer or  covid 19 2 even if it did attacking buildings masts and personnel whose job is to work with those is unacceptable and just downright stupid 3 if you want to stay sane don't fall for  conspiracytheories,255,"{'cancer', '5G', 'Covid_19', 'conspiracytheories'}",4,45,0,1 5g nothing either cancer covid 19 2 even attacking buildings masts personnel whose job work unacceptable downright stupid 3 stay sane n't fall conspiracytheories,1 5g ha noth either cancer covid 19 2 even attack build mast personnel whose job work unaccept downright stupid 3 want stay sane fall conspiracytheori,-0.7999999999999999,-1
1258502737601286144,2020-05-07 21:03:29,"RT @NAR: ""The COVID-19 crisis has turned out surprisingly to be a big opportunity for China to quickly test a lot of 5G applications -- inc…",rt  nar   the covid 19 crisis has turned out surprisingly to be a big opportunity for china to quickly test a lot of 5g applications inc ,140,set(),0,26,0,rt nar covid 19 crisis turned surprisingly big opportunity china quickly test lot 5g applications inc,rt nar covid 19 crisi ha turn surprisingli big opportun china quickli test lot 5g applic inc,0.16666666666666666,1
1258503611711135751,2020-05-07 21:06:57,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258504264026120194,2020-05-07 21:09:33,"RT @mikeddano: While the COVID-19 pandemic could slow the rollout of 5G in countries around the world, most 5G players in the US argue that…",rt  mikeddano  while the covid 19 pandemic could slow the rollout of 5g in countries around the world most 5g players in the us argue that ,140,set(),0,25,0,rt mikeddano covid 19 pandemic could slow rollout 5g countries around world 5g players us argue,rt mikeddano covid 19 pandem could slow rollout 5g countri around world 5g player us argu,0.09999999999999998,1
1258504302697623552,2020-05-07 21:09:42,RT @mikeddano: T-Mobile executives argued that the economic upheaval sparked by the pandemic might increase the number of customers the ope…,rt  mikeddano  t mobile executives argued that the economic upheaval sparked by the pandemic might increase the number of customers the ope ,140,set(),0,21,0,rt mikeddano mobile executives argued economic upheaval sparked pandemic might increase number customers ope,rt mikeddano mobil execut argu econom upheav spark pandem might increas number custom ope,0.2,1
1258504331684388864,2020-05-07 21:09:49,"@HollyBiology for me, these geniuses all grew up to be conspiracy theorists. COVID-19 is clearly caused by the 5G network...duh!", hollybiology for me these geniuses all grew up to be conspiracy theorists covid 19 is clearly caused by the 5g networkduh ,128,set(),0,20,0,hollybiology geniuses grew conspiracy theorists covid 19 clearly caused 5g networkduh,hollybiolog genius grew conspiraci theorist covid 19 clearli caus 5g networkduh,0.10000000000000002,1
1258507116534325248,2020-05-07 21:20:53,"RT @kennygee_70: Christ embassy members have flocked twitter a lot lately &amp; all you need to trigger them is a tweet about covid 19, 5G, vac…",rt  kennygee 70  christ embassy members have flocked twitter a lot lately   all you need to trigger them is a tweet about covid 19 5g vac ,144,set(),0,26,0,rt kennygee 70 christ embassy members flocked twitter lot lately need trigger tweet covid 19 5g vac,rt kennyge 70 christ embassi member flock twitter lot late need trigger tweet covid 19 5g vac,-0.3,-1
1258507141289107456,2020-05-07 21:20:59,@holysmoke I was just joking today that it's only a matter of time before someone claims Covid-19 can spread via the internet. Clearly I'm way behind the times if it's already graduated to 5G masts! You can't out-sarcasm stupidity... *headdesk*, holysmoke i was just joking today that it's only a matter of time before someone claims covid 19 can spread via the internet clearly i'm way behind the times if it's already graduated to 5g masts  you can't out sarcasm stupidity  headdesk ,244,set(),0,40,0,holysmoke joking today 's matter time someone claims covid 19 spread via internet clearly 'm way behind times 's already graduated 5g masts n't sarcasm stupidity headdesk,holysmok wa joke today it' onli matter time befor someon claim covid 19 spread internet clearli i'm way behind time it' alreadi graduat 5g mast can't sarcasm stupid headdesk,-0.22499999999999998,-1
1258507671189155840,2020-05-07 21:23:05,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258508478747799552,2020-05-07 21:26:17,"RT @EsperDoD: 30k military members &amp; their families are in #Italy, one of our oldest allies. Leah &amp; I were stationed in #Vicenza &amp; my oldes…",rt  esperdod  30k military members   their families are in  italy one of our oldest allies leah   i were stationed in  vicenza   my oldes ,152,"{'Italy,', 'Vicenza'}",2,26,0,rt esperdod 30k military members families italy oldest allies leah stationed vicenza oldes,rt esperdod 30k militari member famili itali one oldest alli leah station vicenza old,-0.1,-1
1258508640136294402,2020-05-07 21:26:56,"&lt;🌙/&gt;
""5G"" The value of Ai technology with Big Data
* The Robot can do what the medical staff do to safe him.
* Cross Platform data monitor personal to mange epidemic prevent.
* Driven System take temperatures’ to manny people
* Assisted  diagnosis for covid-19
#سايبر_نايت
👇", lt    gt   5g  the value of ai technology with big data   the robot can do what the medical staff do to safe him   cross platform data monitor personal to mange epidemic prevent   driven system take temperatures  to manny people   assisted diagnosis for covid 19              ,280,{'سايبر_نايت'},1,48,0,lt gt 5g value technology big data robot medical staff safe cross platform data monitor personal epidemic prevent driven system temperatures manny people assisted diagnosis covid 19,lt gt 5g valu ai technolog big data robot medic staff safe cross platform data monitor person mang epidem prevent driven system take temperatur manni peopl assist diagnosi covid 19,0.1,1
1258509276760297473,2020-05-07 21:29:28,"RT @CaulfieldTim: Let's lead with reality: #5G does NOT cause #COVID19!

""Broadband engineer sick with Covid19 after being spat at by 5G/#c…",rt  caulfieldtim  let's lead with reality   5g does not cause  covid19   broadband engineer sick with covid19 after being spat at by 5g  c ,140,"{'5G', 'COVID19!'}",2,22,0,rt caulfieldtim let 's lead reality 5g cause covid19 broadband engineer sick covid19 spat 5g,rt caulfieldtim let' lead realiti 5g doe caus covid 19 broadband engin sick covid 19 spat 5g c,-0.7142857142857143,-1
1258509509552562177,2020-05-07 21:30:23,@ProfRavioli @kt_marieee13 If this makes you angry do NOT read the comments bc I am FUMING. A dude legit wrote “she didn’t say no what’s the problem?” And another started his essay about how her dad got covid due to 5G starting in Manalapan NJ. Ooooommmgggg, profravioli  kt marieee13 if this makes you angry do not read the comments bc i am fuming a dude legit wrote  she didn t say no what s the problem   and another started his essay about how her dad got covid due to 5g starting in manalapan nj ooooommmgggg,257,set(),0,46,0,profravioli kt marieee13 makes angry read comments bc fuming dude legit wrote say problem another started essay dad got covid due 5g starting manalapan nj ooooommmgggg,profravioli kt mariee 13 thi make angri read comment bc fume dude legit wrote say problem anoth start hi essay dad got covid due 5g start manalapan nj ooommmggg,-0.20833333333333334,-1
1258509549390016513,2020-05-07 21:30:33,RT @jpembroke: Have we reached the summit of stupid yet?  https://t.co/DWLxcuZjSH,rt  jpembroke  have we reached the summit of stupid yet ,81,set(),0,11,0,rt jpembroke reached summit stupid yet,rt jpembrok reach summit stupid yet,-0.7999999999999999,-1
1258509887358656512,2020-05-07 21:31:53,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258510109619089408,2020-05-07 21:32:46,"If see you post ANYTHING about how COVID-19 is a cover up for 5G installations Im blocking you. Annoyed at smarta** thinking they are somehow experts in health. And if you're a real estate agent with opinions on how  healthcare for all is govt controlling your health, even worse",if see you post anything about how covid 19 is a cover up for 5g installations im blocking you annoyed at smarta   thinking they are somehow experts in health and if you're a real estate agent with opinions on how healthcare for all is govt controlling your health even worse,279,set(),0,49,0,see post anything covid 19 cover 5g installations blocking annoyed smarta thinking somehow experts health 're real estate agent opinions healthcare govt controlling health even worse,see post anyth covid 19 cover 5g instal im block annoy smarta think somehow expert health you'r real estat agent opinion healthcar govt control health even wors,-0.20000000000000004,-1
1258510287306493952,2020-05-07 21:33:29,"RT @kennygee_70: Christ embassy members have flocked twitter a lot lately &amp; all you need to trigger them is a tweet about covid 19, 5G, vac…",rt  kennygee 70  christ embassy members have flocked twitter a lot lately   all you need to trigger them is a tweet about covid 19 5g vac ,144,set(),0,26,0,rt kennygee 70 christ embassy members flocked twitter lot lately need trigger tweet covid 19 5g vac,rt kennyge 70 christ embassi member flock twitter lot late need trigger tweet covid 19 5g vac,-0.3,-1
1258511056801943552,2020-05-07 21:36:32,People are legit burning down cell towers because they think COVID-19 is caused by 5G networks but also think climate change is a hoax. 🤦‍♂️,people are legit burning down cell towers because they think covid 19 is caused by 5g networks but also think climate change is a hoax     ,140,set(),0,25,-1,people legit burning cell towers think covid 19 caused 5g networks think climate change hoax,peopl legit burn cell tower becaus think covid 19 caus 5g network also think climat chang hoax,-0.15555555555555559,-1
1258511620168245249,2020-05-07 21:38:46,"RT @ZaidZamanHamid: This is one of the most important reasons why they launched #Covid_19 drama....
I had already explained you this weeks…",rt  zaidzamanhamid  this is one of the most important reasons why they launched  covid 19 drama i had already explained you this weeks ,139,{'Covid_19'},1,22,0,rt zaidzamanhamid important reasons launched covid 19 drama already explained weeks,rt zaidzamanhamid thi one import reason whi launch covid 19 drama alreadi explain thi week,0.45,1
1258512009085063168,2020-05-07 21:40:19,RT @SamsungNetworks: The recent shift towards remote work and learning has underpinned the need for reliable internet access. @QualcommVent…,rt  samsungnetworks  the recent shift towards remote work and learning has underpinned the need for reliable internet access  qualcommvent ,140,set(),0,19,0,rt samsungnetworks recent shift towards remote work learning underpinned need reliable internet access qualcommvent,rt samsungnetwork recent shift toward remot work learn ha underpin need reliabl internet access qualcommv,-0.05,-1
